record_id,match_id,player_name,role,nationality,team_id,team_city,coach,opponent_team_id,stadium_id,stadium_name,stadium_location,stadium_capacity,format_id,match_date,runs_scored,balls_faced,wickets_taken,overs_bowled,catches_taken,age
618,77,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,8,18,"Gaddafi Stadium, Lahore",Karachi,41791,3,2022-11-02,128,92,0,13.4,3,25
619,397,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,6,2,"Melbourne Cricket Ground, Melbourne",Sydney,38526,2,2022-08-30,32,34,0,5.7,4,35
620,272,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,1,3,"Melbourne Cricket Ground, Melbourne",Sydney,79952,1,2022-03-28,71,74,5,14.6,2,35
621,134,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,16,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,76457,3,2022-10-21,60,34,0,12.1,5,28
622,209,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,4,20,"Wankhede Stadium, Mumbai",Mumbai,84949,1,2022-04-23,102,58,0,6.9,2,35
623,495,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,7,9,"Newlands, Cape Town",Johannesburg,79387,1,2024-04-06,83,51,0,10.4,2,29
624,207,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,8,26,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,54246,2,2024-03-29,72,10,5,8.9,3,36
625,123,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,3,29,"Wankhede Stadium, Mumbai",Mumbai,33224,3,2025-02-04,119,26,1,14.3,0,35
626,499,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,4,9,"Wankhede Stadium, Mumbai",Mumbai,53519,3,2021-04-27,118,81,3,3.5,4,30
627,433,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,2,29,"R. Premadasa Stadium, Colombo",Colombo,35193,2,2021-02-25,137,69,1,11.9,4,30
628,499,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,2,30,"Lord's Cricket Ground, London",London,86270,2,2023-01-02,150,70,2,1.0,5,36
629,290,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,6,27,"Lord's Cricket Ground, London",London,39388,2,2025-02-07,134,8,4,17.2,4,36
630,54,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,1,16,"Kabul International Cricket Stadium, Kabul",Kabul,26537,2,2020-11-21,95,89,3,11.1,4,39
631,378,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,2,25,"Kabul International Cricket Stadium, Kabul",Kabul,55514,2,2024-12-10,132,61,0,5.6,3,39
632,176,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,3,13,"Newlands, Cape Town",Johannesburg,36285,3,2023-06-11,91,0,0,2.8,0,40
633,83,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,4,16,"Eden Park, Auckland",Auckland,78500,3,2022-04-30,134,17,2,0.4,1,33
634,222,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,7,18,"Melbourne Cricket Ground, Melbourne",Sydney,77886,1,2020-12-01,109,78,1,1.3,3,37
635,209,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,4,1,"R. Premadasa Stadium, Colombo",Colombo,68088,1,2022-10-18,84,79,1,0.3,2,30
636,267,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,8,6,"Kensington Oval, Bridgetown",Kingston,89072,3,2024-08-16,85,100,1,11.8,2,44
637,19,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,9,4,"Kabul International Cricket Stadium, Kabul",Kabul,68650,2,2022-05-30,44,34,1,18.3,3,23
638,95,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,5,14,"Lord's Cricket Ground, London",London,57196,2,2022-10-13,118,89,2,5.6,4,33
639,490,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,8,6,"Gaddafi Stadium, Lahore",Karachi,35144,2,2022-07-29,10,96,5,8.5,0,24
640,149,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,5,10,"Newlands, Cape Town",Johannesburg,38225,1,2021-06-01,150,91,3,1.1,2,48
641,299,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,10,30,"Eden Park, Auckland",Auckland,68875,1,2021-07-15,16,38,0,19.5,5,33
642,475,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,1,11,"Eden Park, Auckland",Auckland,30306,2,2023-06-12,118,73,5,15.1,4,34
643,422,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,22,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,73216,3,2021-03-07,147,29,0,5.9,2,37
644,119,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,8,9,"Melbourne Cricket Ground, Melbourne",Sydney,58009,2,2020-05-29,94,91,5,10.2,3,35
645,217,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,9,8,"Gaddafi Stadium, Lahore",Karachi,44985,1,2021-08-04,3,100,2,8.7,2,25
646,246,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,6,26,"Melbourne Cricket Ground, Melbourne",Sydney,46509,2,2024-10-29,79,46,1,6.0,3,35
647,43,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,8,8,"Eden Park, Auckland",Auckland,54354,1,2022-05-04,35,94,5,7.0,2,32
648,448,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,9,18,"Kensington Oval, Bridgetown",Kingston,39374,1,2022-12-24,2,75,5,12.1,4,44
649,435,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,10,21,"Newlands, Cape Town",Johannesburg,70769,1,2020-06-11,97,61,1,10.4,4,31
650,52,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,6,28,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,74410,2,2022-08-07,3,9,0,8.9,1,28
651,47,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,7,6,"Wankhede Stadium, Mumbai",Mumbai,52488,3,2024-05-10,11,65,0,13.9,3,30
652,36,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,8,25,"Eden Park, Auckland",Auckland,33604,2,2023-09-01,39,34,4,11.4,0,33
653,481,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,10,21,"Newlands, Cape Town",Johannesburg,53541,1,2022-07-03,28,56,1,9.3,2,40
654,211,Glenn Maxwell,All-rounder,Australia,2,Sydney,Andrew McDonald,4,2,"Melbourne Cricket Ground, Melbourne",Sydney,40935,1,2024-02-16,32,89,0,2.8,3,35
655,312,Mohammad Nabi,All-rounder,Afghanistan,10,Kabul,Jonathan Trott,4,3,"Kabul International Cricket Stadium, Kabul",Kabul,52756,3,2020-08-07,132,96,0,9.2,0,39
656,375,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,3,28,"Kensington Oval, Bridgetown",Kingston,35561,3,2025-02-07,124,79,0,7.9,3,36
657,72,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,1,20,"Melbourne Cricket Ground, Melbourne",Sydney,60991,1,2021-06-19,83,27,1,15.5,1,37
658,93,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,8,9,"Wankhede Stadium, Mumbai",Mumbai,27448,2,2022-12-23,99,34,1,15.1,5,35
659,253,MS Dhoni,Wicketkeeper,India,1,Mumbai,Rahul Dravid,4,9,"Wankhede Stadium, Mumbai",Mumbai,56563,3,2022-09-28,150,15,3,1.0,2,42
660,250,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,7,20,"Kabul International Cricket Stadium, Kabul",Kabul,38304,2,2021-05-19,106,92,1,16.4,1,25
661,475,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,3,26,"Gaddafi Stadium, Lahore",Karachi,51702,2,2021-05-07,146,44,1,13.1,1,29
662,380,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,9,6,"Lord's Cricket Ground, London",London,73774,2,2024-08-15,88,94,3,10.2,5,36
663,330,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,9,8,"Eden Park, Auckland",Auckland,56959,2,2021-07-10,20,13,0,1.8,5,33
664,163,Faf du Plessis,Batsman,South Africa,4,Johannesburg,Rob Walter,1,21,"Newlands, Cape Town",Johannesburg,84461,2,2023-10-05,61,94,2,13.5,3,39
665,83,Virat Kohli,Batsman,India,1,Mumbai,Rahul Dravid,9,29,"Wankhede Stadium, Mumbai",Mumbai,47718,2,2023-08-02,143,27,5,6.8,0,35
666,90,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,6,4,"Newlands, Cape Town",Johannesburg,65297,3,2021-11-18,59,7,0,13.2,4,40
667,206,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,9,28,"Kensington Oval, Bridgetown",Kingston,73530,2,2021-08-19,60,80,3,0.1,5,36
668,342,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,5,20,"Lord's Cricket Ground, London",London,39716,2,2024-05-15,93,97,1,8.5,5,33
669,75,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,3,13,"Wankhede Stadium, Mumbai",Mumbai,40027,1,2024-08-28,20,55,5,7.3,1,35
670,14,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,4,29,"Kensington Oval, Bridgetown",Kingston,58334,3,2022-12-14,48,10,0,11.9,3,44
671,360,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,1,13,"Kensington Oval, Bridgetown",Kingston,62873,3,2020-11-14,114,63,1,12.3,1,35
672,432,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,4,6,"Wankhede Stadium, Mumbai",Mumbai,33931,1,2022-05-23,10,62,5,8.9,4,30
673,5,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,11,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,72534,1,2022-12-10,73,19,2,12.2,4,37
674,151,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,5,10,"Kabul International Cricket Stadium, Kabul",Kabul,49266,3,2022-01-12,135,81,4,3.7,4,23
675,145,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,7,16,"Lord's Cricket Ground, London",London,78700,2,2023-12-09,35,65,2,6.7,4,36
676,23,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,9,28,"Newlands, Cape Town",Johannesburg,67213,2,2023-02-01,24,52,2,6.8,5,31
677,435,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,3,21,"R. Premadasa Stadium, Colombo",Colombo,30003,1,2022-04-07,61,58,5,1.0,1,40
678,122,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,2,23,"Wankhede Stadium, Mumbai",Mumbai,49115,2,2023-01-23,122,6,0,19.4,3,30
679,429,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,2,25,"R. Premadasa Stadium, Colombo",Colombo,46174,3,2024-04-27,145,21,1,8.8,4,36
680,302,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,1,27,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,33812,3,2023-12-23,116,6,1,18.8,2,28
681,495,Jacques Kallis,All-rounder,South Africa,4,Johannesburg,Rob Walter,9,9,"Newlands, Cape Town",Johannesburg,67868,2,2024-02-09,36,10,5,9.7,4,48
682,234,Shadab Khan,All-rounder,Pakistan,5,Karachi,Grant Bradburn,6,21,"Gaddafi Stadium, Lahore",Karachi,82607,3,2023-03-10,73,4,5,1.1,4,25
683,500,Jofra Archer,Bowler,England,3,London,Brendon McCullum,4,2,"Lord's Cricket Ground, London",London,60426,3,2023-02-16,60,44,3,6.4,0,29
684,408,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,19,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,70871,1,2021-06-13,63,56,4,12.4,0,35
685,372,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,7,25,"Gaddafi Stadium, Lahore",Karachi,89271,1,2024-09-22,85,7,1,9.5,0,32
686,326,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,2,17,"Kabul International Cricket Stadium, Kabul",Kabul,55185,2,2022-02-05,51,98,3,10.6,3,25
687,150,Jofra Archer,Bowler,England,3,London,Brendon McCullum,9,27,"Lord's Cricket Ground, London",London,69538,2,2023-01-01,58,76,2,14.6,3,29
688,281,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,4,13,"Melbourne Cricket Ground, Melbourne",Sydney,43686,2,2025-01-12,138,91,5,4.9,1,32
689,135,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,2,4,"Eden Park, Auckland",Auckland,86758,1,2023-07-09,113,31,0,10.4,5,34
690,245,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,10,6,"Wankhede Stadium, Mumbai",Mumbai,49425,3,2021-07-22,58,32,3,17.9,0,50
691,49,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,3,28,"Eden Park, Auckland",Auckland,77618,2,2022-05-20,98,21,5,2.9,5,33
692,368,Faf du Plessis,Batsman,South Africa,4,Johannesburg,Rob Walter,8,29,"Newlands, Cape Town",Johannesburg,34796,2,2024-04-05,58,4,1,9.5,2,39
693,136,Shaheen Afridi,Bowler,Pakistan,5,Karachi,Grant Bradburn,6,19,"Gaddafi Stadium, Lahore",Karachi,58885,3,2021-12-23,77,3,3,16.6,0,24
694,428,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,3,18,"Kabul International Cricket Stadium, Kabul",Kabul,33828,3,2021-11-16,131,22,3,12.3,0,25
695,148,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,2,17,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,27693,3,2022-06-06,82,3,3,19.6,5,28
696,154,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,2,24,"Kensington Oval, Bridgetown",Kingston,27740,1,2023-10-24,133,100,1,14.7,4,28
697,145,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,5,21,"Eden Park, Auckland",Auckland,42669,3,2020-07-04,81,58,1,2.4,0,33
698,136,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,4,14,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,80664,2,2024-06-20,142,49,3,4.4,3,36
699,144,David Warner,Batsman,Australia,2,Sydney,Andrew McDonald,6,28,"Melbourne Cricket Ground, Melbourne",Sydney,67521,1,2023-07-18,75,60,0,13.2,2,37
700,174,Jofra Archer,Bowler,England,3,London,Brendon McCullum,2,8,"Lord's Cricket Ground, London",London,65652,2,2024-03-06,139,39,3,2.3,4,29
701,434,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,6,19,"R. Premadasa Stadium, Colombo",Colombo,54282,1,2020-10-23,12,97,0,12.9,3,46
702,359,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,2,16,"R. Premadasa Stadium, Colombo",Colombo,25676,2,2022-12-19,44,64,0,4.0,1,46
703,253,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,10,13,"Eden Park, Auckland",Auckland,68906,1,2024-06-12,85,73,2,11.0,2,32
704,473,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,7,6,"Lord's Cricket Ground, London",London,86587,2,2022-12-03,112,11,1,3.6,0,36
705,424,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,8,30,"Wankhede Stadium, Mumbai",Mumbai,51424,1,2022-03-28,86,52,2,3.1,3,30
706,73,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,4,16,"Kensington Oval, Bridgetown",Kingston,84334,3,2021-11-20,27,46,3,1.2,3,35
707,96,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,5,11,"Newlands, Cape Town",Johannesburg,71320,3,2022-04-21,15,79,5,0.5,2,40
708,490,Rashid Khan,Bowler,Afghanistan,10,Kabul,Jonathan Trott,7,6,"Kabul International Cricket Stadium, Kabul",Kabul,30240,2,2021-04-15,32,39,5,19.7,3,25
709,426,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,2,17,"Kensington Oval, Bridgetown",Kingston,70745,1,2024-10-12,118,23,2,17.3,5,28
710,148,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,12,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,68677,3,2021-04-19,111,33,3,6.0,1,36
711,234,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,7,5,"Newlands, Cape Town",Johannesburg,44500,2,2023-12-26,136,75,4,16.3,2,31
712,403,Niroshan Dickwella,Wicketkeeper,Sri Lanka,8,Colombo,Chris Silverwood,10,19,"R. Premadasa Stadium, Colombo",Colombo,41435,2,2024-09-16,97,23,3,0.3,4,30
713,444,Jasprit Bumrah,Bowler,India,1,Mumbai,Rahul Dravid,8,29,"Wankhede Stadium, Mumbai",Mumbai,41115,3,2024-03-19,9,53,3,4.5,3,30
714,496,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,7,7,"Newlands, Cape Town",Johannesburg,75254,1,2022-06-10,73,93,0,4.4,3,29
715,94,Ravindra Jadeja,All-rounder,India,1,Mumbai,Rahul Dravid,7,19,"Wankhede Stadium, Mumbai",Mumbai,47570,3,2020-04-15,148,47,5,7.3,2,35
716,116,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,9,18,"R. Premadasa Stadium, Colombo",Colombo,70072,3,2023-02-16,36,62,3,0.8,5,36
717,100,Jofra Archer,Bowler,England,3,London,Brendon McCullum,5,22,"Lord's Cricket Ground, London",London,89840,3,2023-01-10,6,67,5,16.3,3,29
718,423,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,2,2,"Kensington Oval, Bridgetown",Kingston,28718,3,2023-05-15,93,95,4,16.7,4,28
719,69,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,1,11,"Eden Park, Auckland",Auckland,66548,3,2020-08-28,100,16,3,15.7,5,32
720,23,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,9,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,30249,2,2021-02-22,74,19,4,19.8,4,37
721,46,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,2,22,"R. Premadasa Stadium, Colombo",Colombo,84236,3,2023-08-13,88,71,3,5.9,1,46
722,82,Ben Stokes,Batsman,England,3,London,Brendon McCullum,7,10,"Lord's Cricket Ground, London",London,33148,3,2022-12-18,25,8,4,9.9,2,32
723,438,Babar Azam,Batsman,Pakistan,5,Karachi,Grant Bradburn,6,7,"Gaddafi Stadium, Lahore",Karachi,51958,2,2020-07-12,100,34,5,13.2,2,29
724,387,Moeen Ali,All-rounder,England,3,London,Brendon McCullum,9,30,"Lord's Cricket Ground, London",London,74733,2,2024-03-08,70,49,5,11.9,2,36
725,237,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,10,16,"Eden Park, Auckland",Auckland,28979,2,2021-12-29,104,46,5,14.4,3,34
726,200,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,2,21,"Kensington Oval, Bridgetown",Kingston,70310,2,2020-09-06,69,1,1,5.5,0,35
727,331,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,5,7,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,46577,1,2024-04-20,128,92,3,3.2,3,36
728,435,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,2,21,"Newlands, Cape Town",Johannesburg,66379,1,2024-04-17,130,4,5,1.8,2,29
729,103,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,10,7,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,26561,3,2020-08-17,118,45,4,0.7,5,28
730,57,Daryl Mitchell,All-rounder,New Zealand,6,Auckland,Gary Stead,10,2,"Eden Park, Auckland",Auckland,74081,2,2024-03-10,14,66,0,2.0,1,32
731,224,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,8,12,"Eden Park, Auckland",Auckland,41210,3,2022-02-13,37,95,1,2.4,3,33
732,164,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,9,9,"Kensington Oval, Bridgetown",Kingston,29121,2,2024-11-18,29,77,2,18.5,4,28
733,433,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,2,9,"Eden Park, Auckland",Auckland,73113,3,2025-01-11,42,80,1,10.2,3,34
734,333,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,6,15,"Kabul International Cricket Stadium, Kabul",Kabul,71028,3,2024-04-20,46,52,1,18.5,0,23
735,183,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,8,12,"Melbourne Cricket Ground, Melbourne",Sydney,79316,1,2023-07-31,82,79,5,2.3,3,32
736,268,Devon Conway,Wicketkeeper,New Zealand,6,Auckland,Gary Stead,7,29,"Eden Park, Auckland",Auckland,78865,1,2021-05-08,69,51,2,3.1,1,32
737,97,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,1,4,"R. Premadasa Stadium, Colombo",Colombo,67089,2,2024-12-27,89,47,1,2.7,3,40
738,80,Kane Williamson,Batsman,New Zealand,6,Auckland,Gary Stead,5,30,"Eden Park, Auckland",Auckland,62822,1,2021-08-01,137,3,1,5.9,5,33
739,348,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,10,25,"Gaddafi Stadium, Lahore",Karachi,37771,2,2022-03-19,57,36,5,11.1,0,32
740,175,Sunil Narine,Bowler,West Indies,7,Kingston,Daren Sammy,8,21,"Kensington Oval, Bridgetown",Kingston,54858,2,2021-02-03,149,61,3,16.3,2,36
741,268,Nicholas Pooran,Wicketkeeper,West Indies,7,Kingston,Daren Sammy,5,2,"Kensington Oval, Bridgetown",Kingston,61415,3,2022-09-15,150,33,5,2.5,5,28
742,282,AB de Villiers,Batsman,South Africa,4,Johannesburg,Rob Walter,5,30,"Newlands, Cape Town",Johannesburg,79756,2,2020-06-10,69,40,4,3.3,4,40
743,222,Andre Russell,All-rounder,West Indies,7,Kingston,Daren Sammy,9,17,"Kensington Oval, Bridgetown",Kingston,65868,2,2022-05-28,99,31,5,15.5,1,35
744,192,Sachin Tendulkar,Batsman,India,1,Mumbai,Rahul Dravid,4,1,"Wankhede Stadium, Mumbai",Mumbai,44354,2,2023-03-30,130,7,2,7.6,4,50
745,447,Rahmanullah Gurbaz,Wicketkeeper,Afghanistan,10,Kabul,Jonathan Trott,6,13,"Kabul International Cricket Stadium, Kabul",Kabul,61612,3,2024-10-24,100,51,5,14.0,0,23
746,337,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,2,9,"Newlands, Cape Town",Johannesburg,62196,2,2025-02-17,64,51,4,5.1,3,29
747,85,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,9,3,"R. Premadasa Stadium, Colombo",Colombo,76161,3,2022-04-18,48,27,4,5.3,3,46
748,424,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,8,6,"Melbourne Cricket Ground, Melbourne",Sydney,87666,1,2022-08-02,77,38,4,4.6,4,32
749,22,Jofra Archer,Bowler,England,3,London,Brendon McCullum,1,2,"Lord's Cricket Ground, London",London,36503,3,2024-02-28,24,22,4,16.2,3,29
750,137,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,20,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,62778,2,2023-08-23,41,56,5,11.6,3,35
751,326,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,9,25,"R. Premadasa Stadium, Colombo",Colombo,53849,3,2020-11-10,54,22,4,9.4,1,46
752,459,Alex Carey,Wicketkeeper,Australia,2,Sydney,Andrew McDonald,3,8,"Melbourne Cricket Ground, Melbourne",Sydney,55987,3,2021-12-29,32,2,0,15.8,5,32
753,489,Angelo Mathews,All-rounder,Sri Lanka,8,Colombo,Chris Silverwood,2,26,"R. Premadasa Stadium, Colombo",Colombo,66578,2,2020-09-24,139,60,0,11.6,4,36
754,270,Trent Boult,Bowler,New Zealand,6,Auckland,Gary Stead,3,3,"Eden Park, Auckland",Auckland,67309,2,2024-05-27,89,22,5,7.7,1,34
755,136,Kumar Sangakkara,Batsman,Sri Lanka,8,Colombo,Chris Silverwood,1,23,"R. Premadasa Stadium, Colombo",Colombo,58414,1,2023-09-24,118,23,2,9.8,1,46
756,419,Chris Gayle,Batsman,West Indies,7,Kingston,Daren Sammy,3,16,"Kensington Oval, Bridgetown",Kingston,75211,1,2022-01-01,112,3,1,14.6,0,44
757,1,Hazratullah Zazai,Batsman,Afghanistan,10,Kabul,Jonathan Trott,9,3,"Kabul International Cricket Stadium, Kabul",Kabul,46438,3,2021-08-01,110,77,4,10.2,2,25
758,20,Mustafizur Rahman,Bowler,Bangladesh,9,Dhaka,Chandika Hathurusingha,8,19,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,53356,1,2020-06-04,19,61,3,11.9,2,28
759,71,Tamim Iqbal,Batsman,Bangladesh,9,Dhaka,Chandika Hathurusingha,3,29,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,27794,2,2024-11-23,103,74,1,14.8,3,35
760,306,Jos Buttler,Wicketkeeper,England,3,London,Brendon McCullum,8,14,"Lord's Cricket Ground, London",London,77196,2,2025-03-04,105,57,0,2.4,1,33
761,264,Quinton de Kock,Wicketkeeper,South Africa,4,Johannesburg,Rob Walter,2,18,"Newlands, Cape Town",Johannesburg,80537,1,2020-09-29,134,58,1,3.4,3,31
762,93,Shakib Al Hasan,All-rounder,Bangladesh,9,Dhaka,Chandika Hathurusingha,7,20,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,28910,1,2021-08-12,123,56,4,5.9,1,37
763,438,Ben Stokes,Batsman,England,3,London,Brendon McCullum,7,16,"Lord's Cricket Ground, London",London,27554,3,2023-01-02,53,32,4,11.1,3,32
764,371,Mohammad Rizwan,Wicketkeeper,Pakistan,5,Karachi,Grant Bradburn,6,19,"Gaddafi Stadium, Lahore",Karachi,70563,3,2021-01-07,47,12,4,11.9,4,32
765,183,Lasith Malinga,Bowler,Sri Lanka,8,Colombo,Chris Silverwood,3,16,"R. Premadasa Stadium, Colombo",Colombo,77616,1,2024-03-04,102,85,3,0.5,2,40
766,431,Kagiso Rabada,Bowler,South Africa,4,Johannesburg,Rob Walter,3,25,"Newlands, Cape Town",Johannesburg,58989,1,2022-06-29,69,84,2,16.5,4,29
767,77,Mushfiqur Rahim,Wicketkeeper,Bangladesh,9,Dhaka,Chandika Hathurusingha,3,12,"Sher-e-Bangla National Stadium, Dhaka",Dhaka,43986,2,2020-07-16,133,54,5,0.7,1,36
